NACE Code,Region,Period,Age_class,Seniority_class,Freq_Z0_Days,Freq_Z1_Days,Freq_Z2_Days,Freq_Z3_Days,Freq_P0_Days,Freq_P1_Days,Freq_P2_Days,Freq_P3_Days,Freq_A1_Days,Freq_A2_Days
18120,Région Flamande,01/08/2017,50+,>6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/09/2016,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/09/2016,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/09/2017,25-30,<6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/09/2017,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/09/2017,40-50,<6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/09/2017,40-50,>6_years,2,2,0,0,0,0,0,0,0,0
18120,Région Flamande,01/09/2017,50+,>6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/10/2016,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/10/2016,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/10/2017,25-30,<6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/10/2017,30-40,>6_years,2,2,0,0,0,0,0,0,0,0
18120,Région Flamande,01/10/2017,40-50,<6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/10/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/10/2017,50+,>6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/11/2016,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/11/2016,30-40,>6_years,1,1,0,0,0,0,0,0,0,0
18120,Région Flamande,01/11/2017,25-30,<6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/11/2017,30-40,<6_years,1,1,0,0,0,0,0,0,0,0
18120,Région Flamande,01/11/2017,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/11/2017,40-50,<6_years,0,0,0,0,0,0,0,0,1,0
18120,Région Flamande,01/11/2017,40-50,>6_years,1,1,0,0,0,0,0,0,0,0
18120,Région Flamande,01/11/2017,50+,>6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/12/2016,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/12/2017,25-30,<6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/12/2017,30-40,<6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/12/2017,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/12/2017,40-50,<6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/12/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
18120,Région Flamande,01/12/2017,50+,>6_years,0,0,0,0,0,0,0,0,0,0
18120,Unknown,01/01/2016,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0
18120,Unknown,01/01/2017,Unknown,Unknown,6,6,0,0,0,0,0,0,0,0
18120,Unknown,01/01/2018,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
18120,Unknown,01/02/2016,Unknown,Unknown,3,4,0,0,0,0,0,0,0,0
18120,Unknown,01/02/2017,Unknown,Unknown,8,8,1,0,0,0,0,0,1,0
18120,Unknown,01/02/2018,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
18120,Unknown,01/03/2016,Unknown,Unknown,5,5,0,0,0,0,0,0,0,0
18120,Unknown,01/03/2017,Unknown,Unknown,1,1,0,0,0,0,0,0,0,0
18120,Unknown,01/03/2018,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
18120,Unknown,01/04/2016,Unknown,Unknown,1,1,0,0,0,0,0,0,0,0
18120,Unknown,01/04/2017,Unknown,Unknown,3,3,0,0,0,0,0,0,0,0
18120,Unknown,01/05/2016,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
18120,Unknown,01/05/2017,Unknown,Unknown,2,2,0,0,0,0,0,0,1,0
18120,Unknown,01/06/2016,Unknown,Unknown,2,2,0,0,0,0,0,0,0,0
18120,Unknown,01/06/2017,Unknown,Unknown,3,3,0,0,0,0,0,0,0,0
18120,Unknown,01/07/2016,Unknown,Unknown,1,1,0,0,0,0,0,0,0,0
18120,Unknown,01/07/2017,Unknown,Unknown,3,3,0,0,0,0,0,0,0,0
18120,Unknown,01/08/2016,Unknown,Unknown,1,1,0,0,0,0,0,0,0,0
18120,Unknown,01/08/2017,Unknown,Unknown,1,1,0,0,0,0,0,0,0,0
18120,Unknown,01/09/2016,Unknown,Unknown,2,2,0,0,0,0,0,0,1,0
18120,Unknown,01/09/2017,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
18120,Unknown,01/10/2016,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
18120,Unknown,01/10/2017,Unknown,Unknown,4,4,0,0,0,0,0,0,0,0
18120,Unknown,01/11/2016,Unknown,Unknown,2,2,0,0,0,0,0,0,0,0
18120,Unknown,01/11/2017,Unknown,Unknown,2,2,0,0,0,0,0,0,0,0
18120,Unknown,01/12/2016,Unknown,Unknown,1,1,0,0,0,0,0,0,0,0
18120,Unknown,01/12/2017,Unknown,Unknown,2,2,0,0,0,0,0,0,0,0
20520,Région Flamande,01/01/2018,25-30,<6_years,0,0,0,0,0,0,0,0,0,0
20520,Région Flamande,01/01/2018,30-40,<6_years,0,0,0,0,0,0,0,0,0,0
20520,Région Flamande,01/01/2018,40-50,<6_years,0,0,0,0,0,0,0,0,0,0
20520,Région Flamande,01/01/2018,50+,<6_years,0,0,0,0,0,0,0,0,0,0
20520,Région Flamande,01/02/2018,25-30,<6_years,0,0,0,0,0,0,0,0,0,0
20520,Région Flamande,01/02/2018,30-40,<6_years,0,0,0,0,0,0,0,0,0,0
20520,Région Flamande,01/02/2018,40-50,<6_years,0,0,0,0,0,0,0,0,0,0
20520,Région Flamande,01/02/2018,50+,<6_years,0,0,0,0,0,0,0,0,0,0
20520,Région Flamande,01/03/2018,25-30,<6_years,0,0,0,0,0,0,0,0,0,0
20520,Région Flamande,01/03/2018,30-40,<6_years,0,0,0,0,0,0,0,0,0,0
20520,Région Flamande,01/03/2018,40-50,<6_years,0,0,0,0,0,0,0,0,0,0
20520,Région Flamande,01/03/2018,50+,<6_years,0,0,0,0,0,0,0,0,0,0
20520,Région Flamande,01/07/2017,25-30,<6_years,0,0,0,0,0,0,0,0,0,0
20520,Région Flamande,01/08/2017,25-30,<6_years,0,0,0,0,0,0,0,0,0,0
20520,Région Flamande,01/09/2017,25-30,<6_years,1,1,0,0,0,0,0,0,0,0
20520,Région Flamande,01/10/2017,25-30,<6_years,1,1,0,0,0,0,0,0,0,0
20520,Région Flamande,01/10/2017,40-50,<6_years,0,0,0,0,0,0,0,0,0,0
20520,Région Flamande,01/10/2017,50+,<6_years,0,0,0,0,0,0,0,0,0,0
20520,Région Flamande,01/11/2017,25-30,<6_years,0,0,0,0,0,0,0,0,0,0
20520,Région Flamande,01/11/2017,40-50,<6_years,0,0,0,0,0,0,0,0,0,0
20520,Région Flamande,01/11/2017,50+,<6_years,0,0,0,0,0,0,0,0,0,0
20520,Région Flamande,01/12/2017,25-30,<6_years,0,0,0,0,0,0,0,0,0,0
20520,Région Flamande,01/12/2017,40-50,<6_years,0,0,0,0,0,0,0,0,0,0
20520,Région Flamande,01/12/2017,50+,<6_years,0,1,0,0,0,0,0,0,0,0
20520,Unknown,01/01/2016,Unknown,Unknown,2,2,0,0,0,0,0,0,0,0
20520,Unknown,01/01/2017,Unknown,Unknown,3,3,0,0,0,0,0,0,0,0
20520,Unknown,01/01/2018,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
20520,Unknown,01/02/2016,Unknown,Unknown,6,6,0,0,0,0,0,0,0,0
20520,Unknown,01/02/2017,Unknown,Unknown,3,3,0,0,0,0,0,0,0,0
20520,Unknown,01/02/2018,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
20520,Unknown,01/03/2016,Unknown,Unknown,6,6,0,0,0,0,0,0,0,0
20520,Unknown,01/03/2017,Unknown,Unknown,3,3,0,0,0,0,0,0,0,0
20520,Unknown,01/03/2018,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
20520,Unknown,01/04/2016,Unknown,Unknown,4,4,0,0,0,0,0,0,0,0
20520,Unknown,01/04/2017,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
20520,Unknown,01/05/2016,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
20520,Unknown,01/05/2017,Unknown,Unknown,2,2,0,0,0,0,0,0,0,0
20520,Unknown,01/06/2016,Unknown,Unknown,7,7,0,0,0,0,0,0,0,0
20520,Unknown,01/06/2017,Unknown,Unknown,4,4,0,0,0,0,0,0,0,0
20520,Unknown,01/07/2016,Unknown,Unknown,2,2,0,0,0,0,0,0,0,0
20520,Unknown,01/07/2017,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
20520,Unknown,01/08/2016,Unknown,Unknown,2,2,0,0,0,0,0,0,0,0
20520,Unknown,01/08/2017,Unknown,Unknown,1,1,0,0,0,0,0,0,0,0
20520,Unknown,01/09/2016,Unknown,Unknown,4,4,0,0,0,0,0,0,0,0
20520,Unknown,01/09/2017,Unknown,Unknown,3,3,0,0,0,0,0,0,0,0
20520,Unknown,01/10/2016,Unknown,Unknown,5,5,0,0,0,0,0,0,0,0
20520,Unknown,01/10/2017,Unknown,Unknown,4,4,0,0,0,0,0,0,0,0
20520,Unknown,01/11/2016,Unknown,Unknown,2,2,0,0,0,0,0,0,0,0
20520,Unknown,01/11/2017,Unknown,Unknown,2,2,0,0,0,0,0,0,1,0
20520,Unknown,01/12/2016,Unknown,Unknown,2,2,0,0,0,0,0,0,1,0
20520,Unknown,01/12/2017,Unknown,Unknown,6,6,0,0,0,0,0,0,0,0
22210,Région Flamande,01/01/2017,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/01/2017,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/01/2017,40-50,>6_years,1,1,0,0,0,0,0,0,0,0
22210,Région Flamande,01/01/2017,50+,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/01/2018,25-30,<6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/01/2018,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/01/2018,30-40,<6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/01/2018,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/01/2018,40-50,<6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/01/2018,50+,<6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/01/2018,50+,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/02/2017,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/02/2017,30-40,>6_years,3,3,0,0,0,0,0,0,0,0
22210,Région Flamande,01/02/2017,40-50,>6_years,1,1,0,0,0,0,0,0,0,0
22210,Région Flamande,01/02/2017,50+,>6_years,1,1,0,0,0,0,0,0,0,0
22210,Région Flamande,01/02/2018,25-30,<6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/02/2018,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/02/2018,30-40,<6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/02/2018,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/02/2018,40-50,<6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/02/2018,50+,<6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/02/2018,50+,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/03/2017,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/03/2017,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/03/2017,40-50,>6_years,1,1,0,0,0,0,0,0,0,0
22210,Région Flamande,01/03/2017,50+,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/03/2018,25-30,<6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/03/2018,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/03/2018,30-40,<6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/03/2018,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/03/2018,40-50,<6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/03/2018,50+,<6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/03/2018,50+,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/04/2016,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/04/2017,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/04/2017,30-40,>6_years,2,2,0,0,0,0,0,0,0,0
22210,Région Flamande,01/04/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/04/2017,50+,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/05/2016,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/05/2016,30-40,>6_years,1,1,0,0,0,0,0,0,0,0
22210,Région Flamande,01/05/2017,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/05/2017,30-40,>6_years,2,2,0,0,0,0,0,0,0,0
22210,Région Flamande,01/05/2017,40-50,>6_years,1,1,0,0,0,0,0,0,0,0
22210,Région Flamande,01/05/2017,50+,>6_years,1,1,0,0,0,0,0,0,0,0
22210,Région Flamande,01/06/2016,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/06/2016,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/06/2017,25-30,>6_years,1,1,0,0,0,0,0,0,0,0
22210,Région Flamande,01/06/2017,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/06/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/06/2017,50+,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/07/2016,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/07/2016,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/07/2016,50+,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/07/2017,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/07/2017,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/07/2017,40-50,>6_years,1,1,0,0,0,0,0,0,0,0
22210,Région Flamande,01/07/2017,50+,>6_years,1,2,0,0,0,0,0,0,0,0
22210,Région Flamande,01/08/2016,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/08/2016,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/08/2016,50+,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/08/2017,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/08/2017,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/08/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/08/2017,50+,<6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/08/2017,50+,>6_years,1,1,0,0,0,0,0,0,0,0
22210,Région Flamande,01/09/2016,25-30,>6_years,1,1,0,0,0,0,0,0,0,0
22210,Région Flamande,01/09/2016,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/09/2016,50+,>6_years,1,1,0,0,0,0,0,0,0,0
22210,Région Flamande,01/09/2017,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/09/2017,30-40,<6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/09/2017,30-40,>6_years,1,1,0,0,0,0,0,0,0,0
22210,Région Flamande,01/09/2017,40-50,<6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/09/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/09/2017,50+,<6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/09/2017,50+,>6_years,1,1,0,0,0,0,0,0,0,0
22210,Région Flamande,01/10/2016,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/10/2016,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/10/2016,40-50,>6_years,1,1,0,0,0,0,0,0,0,0
22210,Région Flamande,01/10/2016,50+,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/10/2017,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/10/2017,30-40,<6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/10/2017,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/10/2017,40-50,<6_years,1,1,1,0,0,0,0,0,0,0
22210,Région Flamande,01/10/2017,40-50,>6_years,1,1,0,0,0,0,0,0,0,0
22210,Région Flamande,01/10/2017,50+,<6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/10/2017,50+,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/11/2016,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/11/2016,30-40,>6_years,1,1,0,0,0,0,0,0,0,0
22210,Région Flamande,01/11/2016,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/11/2016,50+,>6_years,0,0,0,0,0,0,0,0,1,0
22210,Région Flamande,01/11/2017,25-30,<6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/11/2017,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/11/2017,30-40,<6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/11/2017,30-40,>6_years,1,1,0,0,0,0,0,0,0,0
22210,Région Flamande,01/11/2017,40-50,<6_years,1,1,0,0,0,0,0,0,1,0
22210,Région Flamande,01/11/2017,40-50,>6_years,1,1,0,0,0,0,0,0,0,0
22210,Région Flamande,01/11/2017,50+,<6_years,1,1,0,0,0,0,0,0,0,0
22210,Région Flamande,01/11/2017,50+,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/12/2016,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/12/2016,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/12/2016,40-50,>6_years,1,2,0,0,0,0,0,0,0,0
22210,Région Flamande,01/12/2016,50+,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/12/2017,25-30,<6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/12/2017,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/12/2017,30-40,<6_years,1,1,0,0,0,0,0,0,0,0
22210,Région Flamande,01/12/2017,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/12/2017,40-50,<6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/12/2017,50+,<6_years,0,0,0,0,0,0,0,0,0,0
22210,Région Flamande,01/12/2017,50+,>6_years,1,1,0,0,0,0,0,0,0,0
22210,Unknown,01/01/2016,Unknown,Unknown,12,12,0,0,0,0,0,0,0,0
22210,Unknown,01/01/2017,Unknown,Unknown,14,14,0,0,0,0,0,0,1,0
22210,Unknown,01/01/2018,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
22210,Unknown,01/02/2016,Unknown,Unknown,14,14,0,0,0,0,0,0,3,0
22210,Unknown,01/02/2017,Unknown,Unknown,8,8,0,0,0,0,0,0,0,0
22210,Unknown,01/02/2018,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
22210,Unknown,01/03/2016,Unknown,Unknown,16,16,0,0,0,0,0,0,3,0
22210,Unknown,01/03/2017,Unknown,Unknown,7,7,0,0,0,0,0,0,0,0
22210,Unknown,01/03/2018,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
22210,Unknown,01/04/2016,Unknown,Unknown,10,10,0,0,0,0,0,0,1,0
22210,Unknown,01/04/2017,Unknown,Unknown,12,12,0,0,0,0,0,0,0,0
22210,Unknown,01/05/2016,Unknown,Unknown,8,8,0,0,0,0,0,0,0,0
22210,Unknown,01/05/2017,Unknown,Unknown,9,9,0,0,0,0,0,0,0,0
22210,Unknown,01/06/2016,Unknown,Unknown,12,12,0,0,0,0,0,0,0,0
22210,Unknown,01/06/2017,Unknown,Unknown,7,7,0,0,0,0,0,0,0,0
22210,Unknown,01/07/2016,Unknown,Unknown,7,7,0,0,0,0,0,0,0,0
22210,Unknown,01/07/2017,Unknown,Unknown,4,4,0,0,0,0,0,0,0,0
22210,Unknown,01/08/2016,Unknown,Unknown,7,7,0,0,0,0,0,0,2,0
22210,Unknown,01/08/2017,Unknown,Unknown,4,4,0,0,0,0,0,0,0,0
22210,Unknown,01/09/2016,Unknown,Unknown,7,7,0,0,0,0,0,0,0,0
22210,Unknown,01/09/2017,Unknown,Unknown,11,11,0,0,0,0,0,0,0,0
22210,Unknown,01/10/2016,Unknown,Unknown,11,11,0,0,0,0,0,0,1,0
22210,Unknown,01/10/2017,Unknown,Unknown,6,6,0,0,0,0,0,0,0,0
22210,Unknown,01/11/2016,Unknown,Unknown,16,16,0,0,0,0,0,0,0,0
22210,Unknown,01/11/2017,Unknown,Unknown,8,8,0,0,0,0,0,0,1,0
22210,Unknown,01/12/2016,Unknown,Unknown,8,8,0,0,0,0,0,0,0,0
22210,Unknown,01/12/2017,Unknown,Unknown,3,3,0,0,0,0,0,0,0,0
25999,Région Flamande,01/01/2017,25-30,>6_years,5,5,0,0,0,0,0,0,0,0
25999,Région Flamande,01/01/2017,30-40,>6_years,9,9,0,0,0,0,0,0,0,0
25999,Région Flamande,01/01/2017,40-50,>6_years,3,4,0,0,0,0,0,0,0,0
25999,Région Flamande,01/01/2017,50+,>6_years,2,2,0,0,0,0,0,0,0,0
25999,Région Flamande,01/01/2018,20-25,<6_years,0,0,0,0,0,0,0,0,0,0
25999,Région Flamande,01/01/2018,25-30,<6_years,0,0,0,0,0,0,0,0,0,0
25999,Région Flamande,01/01/2018,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
25999,Région Flamande,01/01/2018,30-40,<6_years,2,2,0,0,0,0,0,0,0,0
25999,Région Flamande,01/01/2018,30-40,>6_years,3,3,0,0,0,0,0,0,0,0
25999,Région Flamande,01/01/2018,40-50,<6_years,1,1,0,0,0,0,0,0,0,0
25999,Région Flamande,01/01/2018,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
25999,Région Flamande,01/01/2018,50+,<6_years,0,0,0,0,0,0,0,0,0,0
25999,Région Flamande,01/01/2018,50+,>6_years,0,0,0,0,0,0,0,0,0,0
25999,Région Flamande,01/02/2017,25-30,>6_years,1,1,0,0,0,0,0,0,0,0
25999,Région Flamande,01/02/2017,30-40,>6_years,9,9,0,0,0,0,0,0,0,0
25999,Région Flamande,01/02/2017,40-50,>6_years,6,6,0,0,0,0,0,0,0,0
25999,Région Flamande,01/02/2017,50+,>6_years,5,5,0,0,0,0,0,0,0,0
25999,Région Flamande,01/02/2018,20-25,<6_years,0,0,0,0,0,0,0,0,0,0
25999,Région Flamande,01/02/2018,25-30,<6_years,0,0,0,0,0,0,0,0,0,0
25999,Région Flamande,01/02/2018,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
25999,Région Flamande,01/02/2018,30-40,<6_years,0,0,0,0,0,0,0,0,0,0
25999,Région Flamande,01/02/2018,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
25999,Région Flamande,01/02/2018,40-50,<6_years,0,0,0,0,0,0,0,0,0,0
25999,Région Flamande,01/02/2018,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
25999,Région Flamande,01/02/2018,50+,<6_years,0,0,0,0,0,0,0,0,0,0
25999,Région Flamande,01/02/2018,50+,>6_years,0,0,0,0,0,0,0,0,0,0
25999,Région Flamande,01/03/2017,25-30,>6_years,2,2,0,0,0,0,0,0,0,0
25999,Région Flamande,01/03/2017,30-40,>6_years,8,8,0,0,0,0,0,0,0,0
25999,Région Flamande,01/03/2017,40-50,>6_years,5,5,0,0,0,0,0,0,0,0
25999,Région Flamande,01/03/2017,50+,>6_years,4,4,0,0,0,0,0,0,0,0
25999,Région Flamande,01/03/2018,20-25,<6_years,0,0,0,0,0,0,0,0,0,0
25999,Région Flamande,01/03/2018,25-30,<6_years,0,0,0,0,0,0,0,0,0,0
25999,Région Flamande,01/03/2018,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
25999,Région Flamande,01/03/2018,30-40,<6_years,0,0,0,0,0,0,0,0,0,0
25999,Région Flamande,01/03/2018,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
25999,Région Flamande,01/03/2018,40-50,<6_years,0,0,0,0,0,0,0,0,0,0
25999,Région Flamande,01/03/2018,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
25999,Région Flamande,01/03/2018,50+,<6_years,0,0,0,0,0,0,0,0,0,0
25999,Région Flamande,01/03/2018,50+,>6_years,0,0,0,0,0,0,0,0,0,0
25999,Région Flamande,01/04/2016,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
25999,Région Flamande,01/04/2016,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
25999,Région Flamande,01/04/2016,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
25999,Région Flamande,01/04/2016,50+,>6_years,0,0,0,0,0,0,0,0,0,0
25999,Région Flamande,01/04/2017,25-30,>6_years,4,4,0,0,0,0,0,0,0,0
25999,Région Flamande,01/04/2017,30-40,>6_years,6,6,0,0,0,0,0,0,0,0
25999,Région Flamande,01/04/2017,40-50,>6_years,5,5,0,0,0,0,0,0,1,0
25999,Région Flamande,01/04/2017,50+,>6_years,2,3,0,0,0,0,0,0,0,0
25999,Région Flamande,01/05/2016,25-30,>6_years,0,0,0,0,0,0,0,0,2,0
25999,Région Flamande,01/05/2016,30-40,>6_years,0,0,0,0,0,0,0,0,1,0
25999,Région Flamande,01/05/2016,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
25999,Région Flamande,01/05/2016,50+,>6_years,0,0,0,0,0,0,0,0,0,0
25999,Région Flamande,01/05/2017,25-30,>6_years,2,2,0,0,0,0,0,0,2,0
25999,Région Flamande,01/05/2017,30-40,>6_years,6,6,0,0,0,0,0,0,0,0
25999,Région Flamande,01/05/2017,40-50,>6_years,9,9,0,0,0,0,0,0,1,0
25999,Région Flamande,01/05/2017,50+,>6_years,0,0,0,0,0,0,0,0,0,0
25999,Région Flamande,01/06/2016,25-30,>6_years,0,0,0,0,0,0,0,0,1,0
25999,Région Flamande,01/06/2016,30-40,>6_years,5,5,0,0,0,0,0,0,1,0
25999,Région Flamande,01/06/2016,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
25999,Région Flamande,01/06/2016,50+,>6_years,0,0,0,0,0,0,0,0,0,0
25999,Région Flamande,01/06/2017,25-30,>6_years,1,1,0,0,0,0,0,0,1,0
